product_name,review_title,review_text,review_rating,review_date,brand_name
asics gel-kayano 5 360 men&#39;s running shoes,Great comfy pair of tennis!,"I gave these shoes 4 out of 5 stars because of the insoles.  I have sensitive feet, am on my feet quite a bit throughout the day, and have a bad back so I’m critical about my footwear and often purchase premium insoles for my most worn shoes, boots, and even my house slippers.  The shoes themselves are excellent - ASICS gel never disappoints!  These have a very breathable construction to prevent foot sweating (and future stink) that some shoes may not provide.  My feet sweat more than the average joe so I consider breathable construction critical as well.  I love the color choices and the one I chose looks great with a pair of jeans and  a t-shirt and are not a total eye catcher.  Some women with a big bust may be able to relate to this similarity.  Sure, it’s great to show off and look good, but I like a fairly modest look.  If you are looking for a great brand of tennis shoes that are durable, lasting, colorful, comfortable, and cozy, consider ASICS gel brand shoes.  For those of you with lower back pain who visit chiropractors whom do mention finding a comfortable pair of footwear and insoles, I have not tried much but the Dr. School’s branded insoles.  They have several types and the packaging is designed where a buyer can squeeze the insoles anf feel the material they are made of.  Anyway, these shoes are not the first pair of ASICS gel shoes I have owned over the years and they do not disappoint.  If I had a kid, I would bring him or her up in ASICS for sure- and perhaps some cute looking gorilla slippers or maybe even some of those shoes that resemble lizard feet and “growl” when the kids stomp their feet.  I also like Nike Air, Sketchers, and k-Swiss “tubbers”.  They are also kind to a middle-aged man wit s bit of back pain.  Lift with your knees, wear comfortable shoes, stretch a couple minutes in bed when you first wake up, don’t sit on a huge wallet that makes you bum uncomfortable, take it easy, and visit a chiropractor twice within a week when back problems become an issue and you’ll be happy.  It wouldn’t hurt getting a massage either from time to time either.  Oh, and be critical on the chairs you sit on often and adjust your automobile lumbar support properly too.  You can do a lot of little things on your own like that and they even sell automobile seat mats that massage your butt and back too.  But yeah, a good pair of shoes is top on the list and ASICS gel does not disappoint!",4.0,Reviewed in the United States on 8 July 2021,Asics
asics gel-kayano 5 360 men&#39;s running shoes,Great shoes overall,"I love Asics and have been wearing them for like 20+ years. I'm a huge fan of the Kayano series. So when I saw these, I was very intrigued. I wear them for the gym and they're great for it—I wouldn't recommend running for long distances in them like regular Kayanos—because they're a lot stiffer.Only reason why I gave it four stars is because the sole/tread seems to be made of a different, slicker material. So when you walk outside on wet surfaces, it's much more slippery than any other Asics I've had—much less other regular Kayanos.Otherwise, it's a great shoe for the gym because of the tread pattern under the arch. Love the design and looks of it too.",4.0,Reviewed in the United States on 25 January 2020,Asics
asics gel-kayano 5 360 men&#39;s running shoes,Inner material is causing blisters,"I bought these as my regular running shoes. I usually wear size 11.5 but upon trying these decided that the extra room might be causing extra movement leading to a burning sensation and ultimately, blisters on my little toes. I then exchanged them for size 11 which feel snug and good initially. The padding is thick and feels very cushioned on walking or running. However, after about 45 mins and 5 miles of running, my feet like they are on fire. My little toes have been getting painful blisters. I think the inner material is causing a lot of friction and heat buildup. I tried giving them a chance and had them for a month or so but I am going to go back to my older climacool Adidas that have perforated soles and have never given me any problems.",3.0,Reviewed in the United States on 6 February 2020,Asics
asics gel-kayano 5 360 men&#39;s running shoes,Brilliant!,"I've had these shoes for a while now. I wore along with other asics without the gell.Oh my gosh! Gell does so much! Feels amazing. Honestly first few steps on these always feels delightful 😊I'm pretty cheap when it comes to buying stuff. But I'd get these again as long as they're not $80 or above (can't ever justify $80 shoes in my head, even if they are amazing). And if they were under $70 I'd get them every time. Wouldn't even bother looking at other shoes.",5.0,Reviewed in the United States on 11 December 2021,Asics
"skechers boys' elite flex-hydropulse trainers, black (black textile & trim/silver trim blk), 10 uk (27.5 eu)",Nice shoes!,My son likes them. They are ridgid fabric but are still nice and light weight. They have kept my little puddle stompers feet dry walking into school and through parking lots. I gave them a pretty good soaking rinsing some mud off and they seemed dry inside still.,5.0,Reviewed in the United States on 29 December 2020,Skechers
"skechers boys' elite flex-hydropulse trainers, black (black textile & trim/silver trim blk), 10 uk (27.5 eu)",Cool sneakers,Love skechers! Cool colors and light weight.,5.0,Reviewed in the United States on 5 October 2019,Skechers
"skechers boys' elite flex-hydropulse trainers, black (black textile & trim/silver trim blk), 10 uk (27.5 eu)",Highly recommend,My son loves these shoes!,4.0,Reviewed in the United States on 6 July 2019,Skechers
"skechers boys' elite flex-hydropulse trainers, black (black textile & trim/silver trim blk), 10 uk (27.5 eu)","Best quality, good design !!!",My son loved his new sneakers.,5.0,Reviewed in the United States on 2 July 2020,Skechers
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",They don’t look good on my feet!,"I like the fact that they are Adidas, which I’ve always had good luck with.  These shoes are used for outdoor pickleball.  The look of the shoe is not what I expected.  The entire white part of the shoe above the laces looks huge.  I’ll wear them, but there’s more than enough room in the toe area.  My size is 8 and they look like 10’s.  Too late to return them as I wore them once.  Next time my purchase will be through Amazon.",4.0,Reviewed in the United States on 16 January 2020,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Comfy!,"Fit fairly true to size, and are comfortable. My previous pair held up for 4 ish months, with me playing about 3x a week, sometimes 4+ hours at a time. (They've still got life in them and are currently my back ups).They do not breathe well. I take them off between games or sets and it kind of helps but not really. Haven't really had this issue in other shoes, but these ones are much more comfortable than others!",5.0,Reviewed in the United States on 19 March 2020,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Great Shoe,These are the most comfortable shoes I've worn for athletics. They are very soft-soled and they are not good if you need ankle support.,5.0,Reviewed in the United States on 30 October 2019,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Great performance and comfort,Great blend of performance and comfort. This shoe offers great support without all of the bulkiness.,5.0,Reviewed in the United States on 6 October 2021,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Didn’t hold up,These adidas court shoes felt great at first. The no tongue fitted sock stretched out over a couple of weeks of a lot of tennis. This caused my foot to slide around more.,4.0,Reviewed in the United States on 13 March 2020,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Ran big and forces you to walk on your toes,"I like these shoes, but they aren't everything I had hoped and dreamed of. They're not incredibly cushy but are functional walking shoes. I wouldn't recommend running in them though",4.0,Reviewed in the United States on 12 January 2021,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Great court shoes!,"Was overdue for a pair and these I have really been liking - Great padding, lightweight and supportive.  Makes playing time on the court comfortable and enjoyable!",5.0,Reviewed in the United States on 13 March 2020,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Weeeee,"Fits as expected, looks cute",5.0,Reviewed in the United States on 19 January 2021,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Great fit and comfort,I really love these shoes. My foot is wide at the instep and they fit well without rubbing.,5.0,Reviewed in the United States on 6 October 2020,Adidas
"adidas women's adizero defiant bounce 2 shoes tennis, ftwr white/core black/ftwr white, 10 uk",Another great adidas shoe,"Great shoe - roomy toe box, great arch support.  My feet are thanking me.",5.0,Reviewed in the United States on 6 August 2020,Adidas
"stride rite boy's made2play lighted burst sneaker, black/blue, 9.5 little kid",Can't go wrong,"These are great. Super easy for my 3 year old to take off and on by himself (which is always the goal, right?)",4.0,Reviewed in the United States on 13 January 2021,Stride rite
